,dt,AverageTemperature,State
25265,1842-05-01,27.561,Andaman And Nicobar
25266,1842-06-01,27.346999999999998,Andaman And Nicobar
25267,1842-07-01,27.338,Andaman And Nicobar
25268,1842-08-01,26.906,Andaman And Nicobar
25269,1842-09-01,25.899,Andaman And Nicobar
25270,1842-10-01,25.543000000000006,Andaman And Nicobar
25271,1842-11-01,26.006999999999998,Andaman And Nicobar
25272,1842-12-01,26.701999999999998,Andaman And Nicobar
25273,1843-01-01,26.701,Andaman And Nicobar
25274,1843-02-01,26.491,Andaman And Nicobar
25275,1843-03-01,26.97,Andaman And Nicobar
25276,1843-04-01,27.31,Andaman And Nicobar
25277,1843-05-01,27.074,Andaman And Nicobar
25278,1843-06-01,27.271,Andaman And Nicobar
25279,1843-07-01,27.506999999999998,Andaman And Nicobar
25280,1843-08-01,27.19,Andaman And Nicobar
25281,1843-09-01,26.412,Andaman And Nicobar
25282,1843-10-01,25.772,Andaman And Nicobar
25283,1843-11-01,26.414,Andaman And Nicobar
25284,1843-12-01,26.12,Andaman And Nicobar
25285,1844-01-01,25.578000000000007,Andaman And Nicobar
25286,1844-02-01,25.888,Andaman And Nicobar
25287,1844-03-01,27.64,Andaman And Nicobar
25288,1844-04-01,27.680999999999997,Andaman And Nicobar
25289,1844-05-01,27.266,Andaman And Nicobar
25290,1844-06-01,27.322,Andaman And Nicobar
25291,1844-07-01,27.081999999999997,Andaman And Nicobar
25292,1844-08-01,26.539,Andaman And Nicobar
25293,1844-09-01,25.758000000000006,Andaman And Nicobar
25294,1844-10-01,25.263,Andaman And Nicobar
25295,1844-11-01,25.912,Andaman And Nicobar
25296,1844-12-01,26.036,Andaman And Nicobar
25297,1845-01-01,25.703000000000007,Andaman And Nicobar
25298,1845-02-01,26.373,Andaman And Nicobar
25299,1845-03-01,26.974,Andaman And Nicobar
25300,1845-04-01,27.589,Andaman And Nicobar
25301,1845-05-01,27.299,Andaman And Nicobar
25302,1845-06-01,26.908,Andaman And Nicobar
25303,1845-07-01,27.023000000000003,Andaman And Nicobar
25304,1845-08-01,26.761,Andaman And Nicobar
25305,1845-09-01,26.0,Andaman And Nicobar
25306,1845-10-01,25.346,Andaman And Nicobar
25307,1845-11-01,25.79,Andaman And Nicobar
25308,1845-12-01,26.081,Andaman And Nicobar
25309,1846-01-01,27.122,Andaman And Nicobar
25310,1846-02-01,26.157,Andaman And Nicobar
25311,1846-03-01,27.851,Andaman And Nicobar
25312,1846-04-01,27.623,Andaman And Nicobar
25313,1846-05-01,27.788,Andaman And Nicobar
25314,1846-06-01,27.488000000000003,Andaman And Nicobar
25315,1846-07-01,27.695999999999998,Andaman And Nicobar
25316,1846-08-01,27.22,Andaman And Nicobar
25317,1846-09-01,26.117,Andaman And Nicobar
25318,1846-10-01,25.619,Andaman And Nicobar
25319,1846-11-01,26.068,Andaman And Nicobar
25320,1846-12-01,26.258000000000006,Andaman And Nicobar
25321,1847-01-01,26.052,Andaman And Nicobar
25322,1847-02-01,26.03,Andaman And Nicobar
25323,1847-03-01,26.398000000000003,Andaman And Nicobar
25324,1847-04-01,27.27,Andaman And Nicobar
25325,1847-05-01,27.096999999999998,Andaman And Nicobar
25326,1847-06-01,27.157,Andaman And Nicobar
25327,1847-07-01,27.48,Andaman And Nicobar
25328,1847-08-01,26.899,Andaman And Nicobar
25329,1847-09-01,26.126,Andaman And Nicobar
25330,1847-10-01,25.475,Andaman And Nicobar
25331,1847-11-01,26.304,Andaman And Nicobar
25332,1847-12-01,25.531,Andaman And Nicobar
25333,1848-01-01,24.704,Andaman And Nicobar
25334,1848-02-01,26.909,Andaman And Nicobar
25335,1848-03-01,26.949,Andaman And Nicobar
25336,1848-04-01,27.491999999999997,Andaman And Nicobar
25337,1848-05-01,27.609,Andaman And Nicobar
25338,1848-06-01,27.313,Andaman And Nicobar
25339,1848-07-01,27.614,Andaman And Nicobar
25340,1848-08-01,26.753,Andaman And Nicobar
25341,1848-09-01,26.146,Andaman And Nicobar
25342,1848-10-01,26.025,Andaman And Nicobar
25343,1848-11-01,26.038,Andaman And Nicobar
25344,1848-12-01,26.205,Andaman And Nicobar
25345,1849-01-01,25.891,Andaman And Nicobar
25346,1849-02-01,26.061,Andaman And Nicobar
25347,1849-03-01,27.507,Andaman And Nicobar
25348,1849-04-01,27.108,Andaman And Nicobar
25349,1849-05-01,27.241999999999997,Andaman And Nicobar
25350,1849-06-01,27.309,Andaman And Nicobar
25351,1849-07-01,27.586,Andaman And Nicobar
25352,1849-08-01,27.112,Andaman And Nicobar
25353,1849-09-01,26.217,Andaman And Nicobar
25354,1849-10-01,26.462,Andaman And Nicobar
25355,1849-11-01,27.041,Andaman And Nicobar
25356,1849-12-01,24.846,Andaman And Nicobar
25357,1850-01-01,25.428,Andaman And Nicobar
25358,1850-02-01,26.24,Andaman And Nicobar
25359,1850-03-01,27.002,Andaman And Nicobar
25360,1850-04-01,27.584,Andaman And Nicobar
25361,1850-05-01,27.305999999999997,Andaman And Nicobar
25362,1850-06-01,27.614,Andaman And Nicobar
25363,1850-07-01,27.624,Andaman And Nicobar
25364,1850-08-01,27.276,Andaman And Nicobar
25365,1850-09-01,26.522,Andaman And Nicobar
25366,1850-10-01,26.599,Andaman And Nicobar
25367,1850-11-01,26.653,Andaman And Nicobar
25368,1850-12-01,26.097,Andaman And Nicobar
25369,1851-01-01,26.096999999999998,Andaman And Nicobar
25370,1851-02-01,25.951,Andaman And Nicobar
25371,1851-03-01,26.672,Andaman And Nicobar
25372,1851-04-01,27.444000000000006,Andaman And Nicobar
25373,1851-05-01,28.18,Andaman And Nicobar
25374,1851-06-01,27.624,Andaman And Nicobar
25375,1851-07-01,27.572,Andaman And Nicobar
25376,1851-08-01,27.307,Andaman And Nicobar
25377,1851-09-01,26.855999999999998,Andaman And Nicobar
25378,1851-10-01,26.662,Andaman And Nicobar
25379,1851-11-01,26.151999999999997,Andaman And Nicobar
25380,1851-12-01,26.592,Andaman And Nicobar
25381,1852-01-01,25.947,Andaman And Nicobar
25382,1852-02-01,26.247,Andaman And Nicobar
25383,1852-03-01,26.609,Andaman And Nicobar
25384,1852-04-01,27.469,Andaman And Nicobar
25385,1852-05-01,27.802,Andaman And Nicobar
25386,1852-06-01,27.595,Andaman And Nicobar
25387,1852-07-01,27.425,Andaman And Nicobar
25388,1852-08-01,27.023000000000003,Andaman And Nicobar
25389,1852-09-01,26.71,Andaman And Nicobar
25390,1852-10-01,25.973000000000006,Andaman And Nicobar
25391,1852-11-01,26.144,Andaman And Nicobar
25392,1852-12-01,26.201,Andaman And Nicobar
25393,1853-01-01,25.708,Andaman And Nicobar
25394,1853-02-01,26.025,Andaman And Nicobar
25395,1853-03-01,27.384,Andaman And Nicobar
25396,1853-04-01,27.823,Andaman And Nicobar
25397,1853-05-01,28.22,Andaman And Nicobar
25398,1853-06-01,27.984,Andaman And Nicobar
25399,1853-07-01,27.67,Andaman And Nicobar
25400,1853-08-01,27.353,Andaman And Nicobar
25401,1853-09-01,26.898000000000003,Andaman And Nicobar
25402,1853-10-01,26.343000000000004,Andaman And Nicobar
25403,1853-11-01,26.254,Andaman And Nicobar
25404,1853-12-01,26.626,Andaman And Nicobar
25405,1854-01-01,26.206999999999997,Andaman And Nicobar
25406,1854-02-01,25.654,Andaman And Nicobar
25407,1854-03-01,27.352,Andaman And Nicobar
25408,1854-04-01,27.74,Andaman And Nicobar
25409,1854-05-01,27.826999999999998,Andaman And Nicobar
25410,1854-06-01,27.746,Andaman And Nicobar
25411,1854-07-01,27.774,Andaman And Nicobar
25412,1854-08-01,27.285,Andaman And Nicobar
25413,1854-09-01,26.632,Andaman And Nicobar
25414,1854-10-01,26.521,Andaman And Nicobar
25415,1854-11-01,26.644,Andaman And Nicobar
25416,1854-12-01,26.418000000000006,Andaman And Nicobar
25417,1855-01-01,26.409,Andaman And Nicobar
25418,1855-02-01,25.992,Andaman And Nicobar
25419,1855-03-01,27.173000000000002,Andaman And Nicobar
25420,1855-04-01,28.297,Andaman And Nicobar
25421,1855-05-01,28.642,Andaman And Nicobar
25422,1855-06-01,27.712,Andaman And Nicobar
25423,1855-07-01,27.651,Andaman And Nicobar
25424,1855-08-01,27.442,Andaman And Nicobar
25425,1855-09-01,26.791,Andaman And Nicobar
25426,1855-10-01,25.64,Andaman And Nicobar
25427,1855-11-01,26.415,Andaman And Nicobar
25428,1855-12-01,25.776,Andaman And Nicobar
25429,1856-01-01,26.256999999999998,Andaman And Nicobar
25430,1856-02-01,26.232,Andaman And Nicobar
25431,1856-03-01,27.152,Andaman And Nicobar
25432,1856-04-01,27.619,Andaman And Nicobar
25433,1856-05-01,27.69,Andaman And Nicobar
25434,1856-06-01,27.939,Andaman And Nicobar
25435,1856-07-01,27.194000000000006,Andaman And Nicobar
25436,1856-08-01,26.625,Andaman And Nicobar
25437,1856-09-01,26.344,Andaman And Nicobar
25438,1856-10-01,25.761,Andaman And Nicobar
25439,1856-11-01,26.233,Andaman And Nicobar
25440,1856-12-01,25.934,Andaman And Nicobar
25441,1857-01-01,25.459,Andaman And Nicobar
25442,1857-02-01,25.537,Andaman And Nicobar
25443,1857-03-01,26.687,Andaman And Nicobar
25444,1857-04-01,27.084,Andaman And Nicobar
25445,1857-05-01,27.294,Andaman And Nicobar
25446,1857-06-01,26.78,Andaman And Nicobar
25447,1857-07-01,27.038,Andaman And Nicobar
25448,1857-08-01,26.835,Andaman And Nicobar
25449,1857-09-01,26.278,Andaman And Nicobar
25450,1857-10-01,25.625999999999998,Andaman And Nicobar
25451,1857-11-01,26.221999999999998,Andaman And Nicobar
25452,1857-12-01,26.286,Andaman And Nicobar
25453,1858-01-01,26.485,Andaman And Nicobar
25454,1858-02-01,26.511,Andaman And Nicobar
25455,1858-03-01,27.386,Andaman And Nicobar
25456,1858-04-01,28.738000000000003,Andaman And Nicobar
25457,1858-05-01,27.820999999999998,Andaman And Nicobar
25458,1858-06-01,27.555,Andaman And Nicobar
25459,1858-07-01,27.118,Andaman And Nicobar
25460,1858-08-01,27.349,Andaman And Nicobar
25461,1858-09-01,26.903,Andaman And Nicobar
25462,1858-10-01,26.49,Andaman And Nicobar
25463,1858-11-01,26.532,Andaman And Nicobar
25464,1858-12-01,25.488000000000003,Andaman And Nicobar
25465,1859-01-01,25.96,Andaman And Nicobar
25466,1859-02-01,26.436,Andaman And Nicobar
25467,1859-03-01,27.654,Andaman And Nicobar
25468,1859-04-01,28.209,Andaman And Nicobar
25469,1859-05-01,28.328000000000007,Andaman And Nicobar
25470,1859-06-01,27.576999999999998,Andaman And Nicobar
25471,1859-07-01,27.291,Andaman And Nicobar
25472,1859-08-01,27.075,Andaman And Nicobar
25473,1859-09-01,26.541,Andaman And Nicobar
25474,1859-10-01,26.343000000000004,Andaman And Nicobar
25475,1859-11-01,26.467,Andaman And Nicobar
25476,1859-12-01,25.768,Andaman And Nicobar
25477,1860-01-01,25.874,Andaman And Nicobar
25478,1860-02-01,26.009,Andaman And Nicobar
25479,1860-03-01,26.35,Andaman And Nicobar
25480,1860-04-01,27.909,Andaman And Nicobar
25481,1860-05-01,27.809,Andaman And Nicobar
25482,1860-06-01,27.496,Andaman And Nicobar
25483,1860-07-01,27.250999999999998,Andaman And Nicobar
25484,1860-08-01,27.487,Andaman And Nicobar
25485,1860-09-01,26.681,Andaman And Nicobar
25486,1860-10-01,26.16,Andaman And Nicobar
25487,1860-11-01,26.408,Andaman And Nicobar
25488,1860-12-01,25.367,Andaman And Nicobar
25489,1861-01-01,25.660999999999998,Andaman And Nicobar
25490,1861-02-01,25.297,Andaman And Nicobar
25491,1861-03-01,27.032,Andaman And Nicobar
25492,1861-04-01,27.136,Andaman And Nicobar
25493,1861-05-01,27.76,Andaman And Nicobar
25494,1861-06-01,27.259,Andaman And Nicobar
25495,1861-07-01,27.154,Andaman And Nicobar
25496,1861-08-01,26.982,Andaman And Nicobar
25497,1861-09-01,26.555,Andaman And Nicobar
25498,1861-10-01,26.052,Andaman And Nicobar
25499,1861-11-01,26.869,Andaman And Nicobar
25500,1861-12-01,26.07,Andaman And Nicobar
25501,1862-01-01,24.892,Andaman And Nicobar
25502,1862-02-01,24.952,Andaman And Nicobar
25503,1862-03-01,26.659,Andaman And Nicobar
25504,1862-04-01,,Andaman And Nicobar
25505,1862-05-01,,Andaman And Nicobar
25506,1862-06-01,,Andaman And Nicobar
25507,1862-07-01,,Andaman And Nicobar
25508,1862-08-01,,Andaman And Nicobar
25509,1862-09-01,,Andaman And Nicobar
25510,1862-10-01,,Andaman And Nicobar
25511,1862-11-01,,Andaman And Nicobar
25512,1862-12-01,,Andaman And Nicobar
25513,1863-01-01,26.595,Andaman And Nicobar
25514,1863-02-01,26.526,Andaman And Nicobar
25515,1863-03-01,27.109,Andaman And Nicobar
25516,1863-04-01,27.991,Andaman And Nicobar
25517,1863-05-01,28.067,Andaman And Nicobar
25518,1863-06-01,27.6,Andaman And Nicobar
25519,1863-07-01,27.278,Andaman And Nicobar
25520,1863-08-01,26.904,Andaman And Nicobar
25521,1863-09-01,26.239,Andaman And Nicobar
25522,1863-10-01,26.011999999999997,Andaman And Nicobar
25523,1863-11-01,25.936999999999998,Andaman And Nicobar
25524,1863-12-01,25.831,Andaman And Nicobar
25525,1864-01-01,25.587,Andaman And Nicobar
25526,1864-02-01,25.083000000000002,Andaman And Nicobar
25527,1864-03-01,26.293000000000006,Andaman And Nicobar
25528,1864-04-01,27.953000000000007,Andaman And Nicobar
25529,1864-05-01,28.044,Andaman And Nicobar
25530,1864-06-01,27.926,Andaman And Nicobar
25531,1864-07-01,27.304,Andaman And Nicobar
25532,1864-08-01,26.955,Andaman And Nicobar
25533,1864-09-01,26.447,Andaman And Nicobar
25534,1864-10-01,26.4,Andaman And Nicobar
25535,1864-11-01,26.073,Andaman And Nicobar
25536,1864-12-01,26.182,Andaman And Nicobar
25537,1865-01-01,25.918000000000006,Andaman And Nicobar
25538,1865-02-01,26.241,Andaman And Nicobar
25539,1865-03-01,27.063,Andaman And Nicobar
25540,1865-04-01,27.141,Andaman And Nicobar
25541,1865-05-01,28.215999999999998,Andaman And Nicobar
25542,1865-06-01,28.261,Andaman And Nicobar
25543,1865-07-01,27.535999999999998,Andaman And Nicobar
25544,1865-08-01,27.618,Andaman And Nicobar
25545,1865-09-01,27.379,Andaman And Nicobar
25546,1865-10-01,27.084,Andaman And Nicobar
25547,1865-11-01,27.436,Andaman And Nicobar
25548,1865-12-01,26.755,Andaman And Nicobar
25549,1866-01-01,26.701999999999998,Andaman And Nicobar
25550,1866-02-01,26.282,Andaman And Nicobar
25551,1866-03-01,27.222,Andaman And Nicobar
25552,1866-04-01,28.733,Andaman And Nicobar
25553,1866-05-01,28.609,Andaman And Nicobar
25554,1866-06-01,28.255,Andaman And Nicobar
25555,1866-07-01,27.483,Andaman And Nicobar
25556,1866-08-01,27.352,Andaman And Nicobar
25557,1866-09-01,27.308000000000003,Andaman And Nicobar
25558,1866-10-01,26.574,Andaman And Nicobar
25559,1866-11-01,26.449,Andaman And Nicobar
25560,1866-12-01,26.729,Andaman And Nicobar
25561,1867-01-01,26.173,Andaman And Nicobar
25562,1867-02-01,26.11,Andaman And Nicobar
25563,1867-03-01,27.153,Andaman And Nicobar
25564,1867-04-01,27.991,Andaman And Nicobar
25565,1867-05-01,28.631,Andaman And Nicobar
25566,1867-06-01,27.782,Andaman And Nicobar
25567,1867-07-01,27.539,Andaman And Nicobar
25568,1867-08-01,27.439,Andaman And Nicobar
25569,1867-09-01,26.814,Andaman And Nicobar
25570,1867-10-01,26.587,Andaman And Nicobar
25571,1867-11-01,26.701,Andaman And Nicobar
25572,1867-12-01,26.248,Andaman And Nicobar
25573,1868-01-01,24.709,Andaman And Nicobar
25574,1868-02-01,24.757,Andaman And Nicobar
25575,1868-03-01,25.777,Andaman And Nicobar
25576,1868-04-01,27.42,Andaman And Nicobar
25577,1868-05-01,27.526999999999997,Andaman And Nicobar
25578,1868-06-01,27.943,Andaman And Nicobar
25579,1868-07-01,27.011,Andaman And Nicobar
25580,1868-08-01,27.399,Andaman And Nicobar
25581,1868-09-01,26.956,Andaman And Nicobar
25582,1868-10-01,26.671,Andaman And Nicobar
25583,1868-11-01,26.291,Andaman And Nicobar
25584,1868-12-01,25.258000000000006,Andaman And Nicobar
25585,1869-01-01,25.105,Andaman And Nicobar
25586,1869-02-01,25.07,Andaman And Nicobar
25587,1869-03-01,26.287,Andaman And Nicobar
25588,1869-04-01,27.605999999999998,Andaman And Nicobar
25589,1869-05-01,27.986,Andaman And Nicobar
25590,1869-06-01,27.392,Andaman And Nicobar
25591,1869-07-01,26.892,Andaman And Nicobar
25592,1869-08-01,26.687,Andaman And Nicobar
25593,1869-09-01,26.326,Andaman And Nicobar
25594,1869-10-01,26.133000000000006,Andaman And Nicobar
25595,1869-11-01,25.293000000000006,Andaman And Nicobar
25596,1869-12-01,24.887,Andaman And Nicobar
25597,1870-01-01,25.125999999999998,Andaman And Nicobar
25598,1870-02-01,24.804000000000002,Andaman And Nicobar
25599,1870-03-01,25.724,Andaman And Nicobar
25600,1870-04-01,27.336,Andaman And Nicobar
25601,1870-05-01,27.657,Andaman And Nicobar
25602,1870-06-01,27.144,Andaman And Nicobar
25603,1870-07-01,27.218000000000004,Andaman And Nicobar
25604,1870-08-01,26.624,Andaman And Nicobar
25605,1870-09-01,26.547,Andaman And Nicobar
25606,1870-10-01,26.229,Andaman And Nicobar
25607,1870-11-01,26.025,Andaman And Nicobar
25608,1870-12-01,25.304,Andaman And Nicobar
25609,1871-01-01,25.418000000000006,Andaman And Nicobar
25610,1871-02-01,26.272,Andaman And Nicobar
25611,1871-03-01,27.231,Andaman And Nicobar
25612,1871-04-01,28.769,Andaman And Nicobar
25613,1871-05-01,27.84,Andaman And Nicobar
25614,1871-06-01,27.969,Andaman And Nicobar
25615,1871-07-01,26.845,Andaman And Nicobar
25616,1871-08-01,27.172,Andaman And Nicobar
25617,1871-09-01,26.699,Andaman And Nicobar
25618,1871-10-01,26.416999999999998,Andaman And Nicobar
25619,1871-11-01,26.441,Andaman And Nicobar
25620,1871-12-01,26.029,Andaman And Nicobar
25621,1872-01-01,25.925,Andaman And Nicobar
25622,1872-02-01,25.617,Andaman And Nicobar
25623,1872-03-01,26.762,Andaman And Nicobar
25624,1872-04-01,28.581,Andaman And Nicobar
25625,1872-05-01,28.008000000000006,Andaman And Nicobar
25626,1872-06-01,27.979,Andaman And Nicobar
25627,1872-07-01,27.21,Andaman And Nicobar
25628,1872-08-01,26.994,Andaman And Nicobar
25629,1872-09-01,26.537,Andaman And Nicobar
25630,1872-10-01,26.215999999999998,Andaman And Nicobar
25631,1872-11-01,26.843000000000004,Andaman And Nicobar
25632,1872-12-01,26.085,Andaman And Nicobar
25633,1873-01-01,25.763,Andaman And Nicobar
25634,1873-02-01,25.974,Andaman And Nicobar
25635,1873-03-01,26.963,Andaman And Nicobar
25636,1873-04-01,27.93,Andaman And Nicobar
25637,1873-05-01,28.513,Andaman And Nicobar
25638,1873-06-01,27.427,Andaman And Nicobar
25639,1873-07-01,27.583,Andaman And Nicobar
25640,1873-08-01,27.548,Andaman And Nicobar
25641,1873-09-01,27.188,Andaman And Nicobar
25642,1873-10-01,26.584,Andaman And Nicobar
25643,1873-11-01,27.017,Andaman And Nicobar
25644,1873-12-01,26.407,Andaman And Nicobar
25645,1874-01-01,25.738000000000003,Andaman And Nicobar
25646,1874-02-01,26.232,Andaman And Nicobar
25647,1874-03-01,27.128,Andaman And Nicobar
25648,1874-04-01,28.13,Andaman And Nicobar
25649,1874-05-01,27.695,Andaman And Nicobar
25650,1874-06-01,27.796,Andaman And Nicobar
25651,1874-07-01,27.135,Andaman And Nicobar
25652,1874-08-01,26.85,Andaman And Nicobar
25653,1874-09-01,26.853,Andaman And Nicobar
25654,1874-10-01,26.166,Andaman And Nicobar
25655,1874-11-01,26.435,Andaman And Nicobar
25656,1874-12-01,26.011,Andaman And Nicobar
25657,1875-01-01,25.535999999999998,Andaman And Nicobar
25658,1875-02-01,25.812,Andaman And Nicobar
25659,1875-03-01,27.143,Andaman And Nicobar
25660,1875-04-01,28.003,Andaman And Nicobar
25661,1875-05-01,27.23,Andaman And Nicobar
25662,1875-06-01,27.448,Andaman And Nicobar
25663,1875-07-01,27.565,Andaman And Nicobar
25664,1875-08-01,27.077,Andaman And Nicobar
25665,1875-09-01,26.643,Andaman And Nicobar
25666,1875-10-01,26.4,Andaman And Nicobar
25667,1875-11-01,26.745,Andaman And Nicobar
25668,1875-12-01,25.49,Andaman And Nicobar
25669,1876-01-01,25.421,Andaman And Nicobar
25670,1876-02-01,25.203000000000007,Andaman And Nicobar
25671,1876-03-01,27.206,Andaman And Nicobar
25672,1876-04-01,28.18,Andaman And Nicobar
25673,1876-05-01,27.525,Andaman And Nicobar
25674,1876-06-01,27.578000000000007,Andaman And Nicobar
25675,1876-07-01,27.205,Andaman And Nicobar
25676,1876-08-01,26.899,Andaman And Nicobar
25677,1876-09-01,26.683000000000003,Andaman And Nicobar
25678,1876-10-01,26.403,Andaman And Nicobar
25679,1876-11-01,25.971999999999998,Andaman And Nicobar
25680,1876-12-01,25.181,Andaman And Nicobar
25681,1877-01-01,25.796,Andaman And Nicobar
25682,1877-02-01,25.674,Andaman And Nicobar
25683,1877-03-01,26.572,Andaman And Nicobar
25684,1877-04-01,28.215999999999998,Andaman And Nicobar
25685,1877-05-01,29.018,Andaman And Nicobar
25686,1877-06-01,27.272,Andaman And Nicobar
25687,1877-07-01,27.761,Andaman And Nicobar
25688,1877-08-01,27.408,Andaman And Nicobar
25689,1877-09-01,26.868,Andaman And Nicobar
25690,1877-10-01,26.9,Andaman And Nicobar
25691,1877-11-01,27.151,Andaman And Nicobar
25692,1877-12-01,26.82,Andaman And Nicobar
25693,1878-01-01,26.766,Andaman And Nicobar
25694,1878-02-01,27.265,Andaman And Nicobar
25695,1878-03-01,28.423000000000002,Andaman And Nicobar
25696,1878-04-01,29.075,Andaman And Nicobar
25697,1878-05-01,29.107,Andaman And Nicobar
25698,1878-06-01,27.66,Andaman And Nicobar
25699,1878-07-01,27.697,Andaman And Nicobar
25700,1878-08-01,27.484,Andaman And Nicobar
25701,1878-09-01,27.198,Andaman And Nicobar
25702,1878-10-01,26.698,Andaman And Nicobar
25703,1878-11-01,27.076,Andaman And Nicobar
25704,1878-12-01,26.528,Andaman And Nicobar
25705,1879-01-01,26.336,Andaman And Nicobar
